I
1000 Generated by WorldEditor

1    143 1 0 RODN KADENA AB
100 91.44 1 0 0.25 0 3 0 05L  26.34624400  127.75151792    0  305 3 1 0 0 23R  26.36718540  127.78027132    0   10 3 7 0 0
100 60.96 2 0 0.25 0 3 0 05R  26.34404199  127.75503600    0  305 2 0 0 1 23L  26.36493969  127.78378178    0  307 2 0 0 1
102 H1  26.35147364  127.76348584 321.57 36.60 36.40 1 0 1 0.00 1
113  26.36498821  127.77143300
110 1 0.00 120.0000 New Taxiway 47
111  26.36462397  127.77074978
111  26.36451353  127.77074978
111  26.36446560  127.77085197
111  26.36447882  127.77093819
111  26.36414610  127.77050368
111  26.36410558  127.77054889
111  26.36461425  127.77124219
111  26.36465926  127.77119698
111  26.36478080  127.77135272
112  26.36486852  127.77150872  26.36487010  127.77150872
111  26.36498821  127.77143300
112  26.36504121  127.77135904  26.36513587  127.77138017
112  26.36519583  127.77150343  26.36522738  127.77155274
111  26.36524316  127.77157563
111  26.36530942  127.77153865
111  26.36527156  127.77141011
111  26.36521634  127.77120937
112  26.36512502  127.77063940  26.36508782  127.77051483
111  26.36502891  127.77039272
111  26.36495863  127.77045835
112  26.36509489  127.77081854  26.36511640  127.77096421
112  26.36513722  127.77112608  26.36513722  127.77114100
112  26.36505513  127.77127523  26.36493295  127.77127523
112  26.36482032  127.77121131  26.36477068  127.77114526
113  26.36455305  127.77085975
110 2 0.00 120.0000 New Taxiway 44
111  26.35965039  127.76538519
111  26.35987546  127.76556330
111  26.36091118  127.76646415
111  26.36103221  127.76636609
113  26.35974281  127.76525767
110 2 0.00 120.0000 New Taxiway 54
112  26.36494661  127.77035809  26.36494031  127.77030887
112  26.36483037  127.76989277  26.36479317  127.76978067
111  26.36452519  127.76927462
111  26.36302078  127.76717696
111  26.36219183  127.76591753
111  26.36156752  127.76513697
111  26.36096629  127.76562165
111  26.36051865  127.76530752
112  26.36037823  127.76550473  26.36031354  127.76560510
111  26.36021213  127.76556990
112  26.36080167  127.76607333  26.36095418  127.76617667
111  26.36124693  127.76648649
111  26.36384000  127.77008669
111  26.36414672  127.77050293
111  26.36447882  127.77093819
111  26.36446560  127.77085197
111  26.36451353  127.77074978
111  26.36462397  127.77074978
113  26.36477514  127.77061220
110 1 0.00 120.0000 New Taxiway 72
111  26.36271772  127.76433186
112  26.36273659  127.76359040  26.36275838  127.76343235
111  26.36285875  127.76321532
111  26.36150221  127.76436088
111  26.36157643  127.76459949
111  26.36128231  127.76495814
111  26.36099907  127.76462988
111  26.36063904  127.76385037
111  26.36044262  127.76401479
111  26.36060691  127.76401592
111  26.36085746  127.76446575
112  26.36077904  127.76451513  26.36068874  127.76439092
111  26.36054099  127.76418448
111  26.36045996  127.76425482
111  26.36040594  127.76414932
112  26.36044262  127.76401479  26.36049999  127.76395556
111  26.36036865  127.76388201
111  26.36034069  127.76385319
111  26.36022859  127.76398311
111  26.36027163  127.76405517
111  26.36032674  127.76430843
111  26.36063509  127.76479856
111  26.36080787  127.76464259
112  26.36091459  127.76463408  26.36091714  127.76467946
111  26.36074435  127.76484393
111  26.36048009  127.76527698
111  26.36051865  127.76530752
113  26.36133871  127.76607055
110 1 0.00 120.0000 New Taxiway 33
111  26.35979361  127.76573685
111  26.36078707  127.76658883
112  26.36078703  127.76683251  26.36068063  127.76691471
111  26.36026322  127.76734075
111  26.36374240  127.77206415
112  26.36379981  127.77207757  26.36382484  127.77204881
111  26.36434211  127.77159515
112  26.36445761  127.77161062  26.36445761  127.77170601
112  26.36436752  127.77192257  26.36427281  127.77201022
111  26.36298194  127.77315743
112  26.36244104  127.77305409  26.36218504  127.77287781
111  26.36323460  127.77415347
112  26.36333598  127.77352734  26.36360832  127.77327811
111  26.36461215  127.77236019
112  26.36490083  127.77245138  26.36498253  127.77268846
111  26.36516228  127.77309574
111  26.36531479  127.77302280
111  26.36501521  127.77239059
112  26.36468841  127.77221430  26.36457947  127.77228725
112  26.36443963  127.77201862  26.36444399  127.77201501
112  26.36456858  127.77165504  26.36453590  127.77153954
112  26.36444330  127.77146659  26.36437250  127.77150306
112  26.36418186  127.77165504  26.36414373  127.77170367
111  26.36377880  127.77199546
111  26.36036229  127.76733704
111  26.36089837  127.76683923
112  26.36091118  127.76646415  26.36073522  127.76629516
113  26.35987546  127.76556330
110 2 0.00 120.0000 New Taxiway 49
111  26.36486694  127.77150872
111  26.36478080  127.77135272
111  26.36444330  127.77146659
111  26.36456858  127.77165504
111  26.36443528  127.77202223
111  26.36448918  127.77210954
111  26.36461971  127.77225704
111  26.36468841  127.77221430
111  26.36501521  127.77239059
111  26.36531479  127.77302280
111  26.36624942  127.77512718
111  26.36688739  127.77631982
111  26.36743786  127.77729901
112  26.36720635  127.77784989  26.36717934  127.77790515
111  26.36691375  127.77834225
112  26.36635107  127.77841259  26.36604497  127.77818650
111  26.36651306  127.77904940
111  26.36742225  127.77990883
111  26.36803773  127.77885106
111  26.36820658  127.77858358
111  26.36838632  127.77860789
111  26.36835140  127.77834008
111  26.36784667  127.77764619
111  26.36714758  127.77646510
113  26.36634518  127.77501336
110 1 0.00 120.0000 New Taxiway 24
111  26.35875516  127.76260281
111  26.35812701  127.76305530
111  26.35828837  127.76323681
112  26.35816310  127.76338269  26.35803782  127.76349819
112  26.35808140  127.76369271  26.35816854  127.76386899
111  26.35841365  127.76378996
111  26.35857705  127.76364408
112  26.35862063  127.76392370  26.35852258  127.76406350
111  26.35871921  127.76424769
112  26.35879710  127.76418751  26.35867183  127.76404770
111  26.35883305  127.76391154
111  26.35920888  127.76357113
113  26.35933633  127.76339182
110 1 0.00 120.0000 New Taxiway 21
111  26.35730285  127.76319320
112  26.35793574  127.76409272  26.35797666  127.76413839
112  26.35839816  127.76454029  26.35870099  127.76480061
111  26.35850047  127.76507463
111  26.35768611  127.76581449
111  26.35799712  127.76623922
112  26.35895471  127.76537605  26.35923707  127.76513857
111  26.35949079  127.76545826
111  26.35979361  127.76573685
111  26.35987546  127.76556330
111  26.35965039  127.76538519
111  26.35961765  127.76543086
112  26.35921661  127.76516597  26.35897926  127.76506550
111  26.35869213  127.76543085
111  26.35855299  127.76522077
112  26.35867985  127.76486780  26.35870850  127.76468512
111  26.35852026  127.76437913
111  26.35817651  127.76408014
111  26.35767574  127.76344302
113  26.35741635  127.76308737
110 1 0.00 120.0000 New Taxiway 15
111  26.35978676  127.76135443
112  26.35976217  127.76063830  26.35969260  127.76040082
112  26.35925972  127.75957625  26.35899609  127.75923056
111  26.35882190  127.75899911
111  26.35870489  127.75909367
111  26.35933880  127.75993665
112  26.35964856  127.76066481  26.35967492  127.76092224
113  26.35964466  127.76137965
110 1 0.00 120.0000 New Taxiway 14
111  26.35868116  127.76186660
112  26.35936424  127.76279094  26.35939940  127.76283188
112  26.35953007  127.76282833  26.35967516  127.76284909
111  26.35970864  127.76252940
111  26.35978676  127.76135443
111  26.35964466  127.76137965
111  26.35964089  127.76148980
112  26.35958587  127.76242975  26.35955983  127.76274114
111  26.35934778  127.76253770
113  26.35878726  127.76179217
110 2 0.00 120.0000 New Taxiway 73
111  26.36074435  127.76484393
111  26.36063509  127.76479856
111  26.36032674  127.76430843
111  26.36030114  127.76399749
111  26.36011667  127.76417592
111  26.36009515  127.76440239
111  26.36015130  127.76465288
111  26.35983253  127.76510674
112  26.35979691  127.76523276  26.35985226  127.76529796
112  26.35985841  127.76529796  26.35986455  127.76529796
111  26.36025781  127.76560940
111  26.36038695  127.76549486
111  26.36049176  127.76511610
114  26.36062704  127.76504061  26.36068854  127.76510237
110 1 0.00 120.0000 New Taxiway 12
111  26.35964466  127.76137965
112  26.35944516  127.76132106  26.35940736  127.76126716
111  26.35951446  127.76122029
111  26.35943256  127.76111248
111  26.35950396  127.76099295
111  26.35951656  127.76084531
111  26.35945776  127.76073750
111  26.35930236  127.76073750
111  26.35911337  127.76092733
111  26.35890547  127.76092030
111  26.35876267  127.76098827
111  26.35867071  127.76105858
111  26.35873161  127.76111014
111  26.35885551  127.76118279
111  26.35896471  127.76119919
111  26.35884921  127.76126950
111  26.35898151  127.76144762
111  26.35910540  127.76135622
111  26.35907810  127.76127653
111  26.35913690  127.76123200
111  26.35908230  127.76114295
111  26.35881351  127.76110545
112  26.35887651  127.76101170  26.35899831  127.76099764
111  26.35911590  127.76100702
111  26.35919360  127.76110076
111  26.35938260  127.76137262
112  26.35949180  127.76144762  26.35949390  127.76144996
114  26.35964089  127.76148980  26.35966609  127.76148980
111  26.35942880  127.76094608
111  26.35936160  127.76082421
114  26.35944770  127.76085937  26.35946870  127.76090155
110 1 0.00 120.0000 New Taxiway 9
111  26.35761852  127.76075372
111  26.35689299  127.75977612
111  26.35669491  127.75947320
112  26.35633413  127.75931356  26.35611663  127.75948801
111  26.35580594  127.75978840
112  26.35563657  127.76017834  26.35568354  127.76038933
111  26.35573992  127.76043517
111  26.35590251  127.76067114
111  26.35592096  127.76065210
112  26.35617304  127.76066717  26.35629458  127.76056670
111  26.35634860  127.76050642
111  26.35636660  127.76053656
111  26.35662319  127.76032054
111  26.35668170  127.76043608
111  26.35633509  127.76080783
112  26.35625407  127.76112432  26.35634409  127.76124991
112  26.35658717  127.76123986  26.35671321  127.76113437
111  26.35675823  127.76108916
111  26.35678074  127.76110423
111  26.35701031  127.76090328
111  26.35708684  127.76102385
111  26.35686176  127.76123484
111  26.35686176  127.76126498
111  26.35671321  127.76142574
112  26.35664569  127.76163673  26.35665920  127.76175227
112  26.35677623  127.76194820  26.35683926  127.76203360
111  26.35730741  127.76264883
112  26.35756399  127.76261869  26.35767653  127.76251320
111  26.35773054  127.76248305
111  26.35755949  127.76224192
111  26.35770353  127.76223187
111  26.35796767  127.76203194
111  26.35799978  127.76207112
111  26.35808981  127.76218164
111  26.35829687  127.76197567
112  26.35831488  127.76173956  26.35822035  127.76160894
111  26.35812582  127.76147331
112  26.35801328  127.76146326  26.35794126  127.76151852
111  26.35808080  127.76167928
111  26.35769368  127.76205103
111  26.35724725  127.76148925
111  26.35711470  127.76159151
112  26.35684011  127.76174724  26.35678609  127.76172213
111  26.35675908  127.76157142
111  26.35695715  127.76136043
111  26.35703817  127.76142071
111  26.35738479  127.76109418
111  26.35659253  127.76000406
111  26.35622791  127.76032557
111  26.35625492  127.76038083
112  26.35612888  127.76051144  26.35612438  127.76051144
111  26.35597133  127.76051144
111  26.35576876  127.76019998
111  26.35580477  127.75994111
111  26.35630894  127.75947155
111  26.35656552  127.75954188
113  26.35744781  127.76074252
110 1 0.00 120.0000 New Taxiway 8
111  26.35744781  127.76074252
111  26.35656552  127.75954188
112  26.35630894  127.75947155  26.35616489  127.75959714
111  26.35580027  127.75993372
112  26.35576876  127.76019998  26.35581828  127.76038083
112  26.35597133  127.76051144  26.35599834  127.76054158
112  26.35612888  127.76051144  26.35620540  127.76043608
111  26.35625492  127.76038083
111  26.35622791  127.76032557
111  26.35659253  127.76000406
111  26.35738479  127.76109418
111  26.35703817  127.76142071
111  26.35695715  127.76136043
111  26.35675908  127.76157142
112  26.35684011  127.76174724  26.35691663  127.76176734
111  26.35711470  127.76159151
111  26.35705168  127.76147095
111  26.35725424  127.76129512
111  26.35731276  127.76138554
111  26.35766302  127.76107911
111  26.35778456  127.76124991
112  26.35784904  127.76107731  26.35774100  127.76092158
113  26.35761852  127.76075372
110 2 0.00 120.0000 New Taxiway 6
111  26.35781044  127.75718549
111  26.35796411  127.75749131
111  26.35812353  127.75773278
111  26.35818440  127.75813005
111  26.35841275  127.75807561
112  26.35843120  127.75780111  26.35849884  127.75771533
112  26.35848273  127.75767154  26.35846364  127.75758206
111  26.35842764  127.75744468
113  26.35835420  127.75746623
110 2 0.00 120.0000 New Taxiway 5
111  26.35715940  127.75677431
112  26.35712637  127.75700684  26.35706031  127.75707773
111  26.35703236  127.75710893
111  26.35720518  127.75723223
112  26.35741761  127.75716894  26.35750984  127.75722197
112  26.35756015  127.75742784  26.35756574  127.75755886
112  26.35740964  127.75796633  26.35737889  127.75801000
111  26.35796411  127.75749131
111  26.35781044  127.75718549
111  26.35765036  127.75695580
113  26.35744708  127.75714012
110 2 0.00 120.0000 New Taxiway 45
111  26.36091118  127.76646415
111  26.36089837  127.76683923
111  26.36036229  127.76733704
111  26.36377880  127.77199546
111  26.36418186  127.77165504
111  26.36444330  127.77146659
111  26.36478080  127.77135272
111  26.36465926  127.77119698
111  26.36461425  127.77124219
111  26.36410558  127.77054889
111  26.36414610  127.77050368
111  26.36384000  127.77008669
111  26.36378598  127.77012186
111  26.36129064  127.76668602
114  26.36103221  127.76636609  26.36099664  127.76633490
110 1 0.00 120.0000 New Taxiway 3
111  26.35659408  127.75617267
111  26.35671474  127.75636029
111  26.35653500  127.75653070
111  26.35657045  127.75659663
111  26.35678588  127.75643969
112  26.35700695  127.75673177  26.35710350  127.75685655
111  26.35698270  127.75693091
111  26.35703236  127.75710893
112  26.35712637  127.75700684  26.35719244  127.75693595
111  26.35715940  127.75677431
111  26.35744708  127.75714012
111  26.35765036  127.75695580
112  26.35781044  127.75718549  26.35792478  127.75731877
111  26.35804420  127.75715430
112  26.35825781  127.75735027  26.35827505  127.75737313
111  26.35835420  127.75746623
111  26.35852444  127.75741802
111  26.35848887  127.75731594
112  26.35832117  127.75734997  26.35826527  127.75735280
112  26.35826966  127.75721583  26.35830015  127.75715344
112  26.35814261  127.75707327  26.35807400  127.75703357
112  26.35802858  127.75713562  26.35799300  127.75719800
111  26.35795781  127.75715957
111  26.35786579  127.75708017
111  26.35712574  127.75604082
111  26.35707848  127.75595511
113  26.35698396  127.75581667
110 1 0.00 120.0000 New Taxiway 2
111  26.35385379  127.75587803
111  26.35423762  127.75638866
111  26.35430764  127.75634028
113  26.35396012  127.75583847
110 1 0.00 120.0000 New Taxiway 1
111  26.35396012  127.75583847
111  26.35430764  127.75634028
114  26.35440908  127.75620765  26.35454477  127.75617068
110 1 0.00 120.0000 New Taxiway 128
111  26.35748100  127.75924797
111  26.35760971  127.75942133
112  26.35738779  127.75961450  26.35729650  127.75968642
112  26.35732566  127.75999590  26.35741886  127.76015440
111  26.35761858  127.76006524
111  26.35790707  127.75979777
111  26.35803135  127.75997608
112  26.35778280  127.76021384  26.35770702  127.76028827
112  26.35773842  127.76058037  26.35781831  127.76071906
111  26.35804022  127.76063981
111  26.35832042  127.76038818
111  26.35845684  127.76056071
112  26.35817491  127.76081106  26.35802334  127.76096330
111  26.35814157  127.76113246
111  26.35868116  127.76186660
111  26.35878726  127.76179217
112  26.35856294  127.76149107  26.35847806  127.76138958
111  26.35850837  127.76132363
111  26.35873270  127.76111049
111  26.35867207  127.76105975
112  26.35850231  127.76121875  26.35842349  127.76130333
112  26.35830223  127.76111726  26.35819917  127.76099547
111  26.35825676  127.76091372
112  26.35854475  127.76067351  26.35855384  127.76066337
111  26.35860538  127.76066675
111  26.35898127  127.76032506
113  26.35782886  127.75873108
110 2 0.00 120.0000 New Taxiway 127
111  26.35818440  127.75813005
111  26.35812353  127.75773278
111  26.35753365  127.75824368
112  26.35784547  127.75805800  26.35795154  127.75803748
114  26.35810071  127.75808132  26.35813889  127.75810184
110 1 0.00 120.0000 New Taxiway 126
111  26.35782886  127.75873108
111  26.35774455  127.75879142
111  26.35766939  127.75869636
111  26.35737376  127.75900951
112  26.35735873  127.75912973  26.35736625  127.75915769
112  26.35732616  127.75921082  26.35732366  127.75921361
111  26.35711321  127.75938976
112  26.35699797  127.75930029  26.35699045  127.75928910
111  26.35682761  127.75904306
111  26.35761928  127.75831052
112  26.35810531  127.75825460  26.35826565  127.75847828
111  26.35870489  127.75909367
111  26.35882190  127.75899911
111  26.35818440  127.75813005
112  26.35784547  127.75805800  26.35766391  127.75812104
111  26.35753365  127.75824368
111  26.35747899  127.75817759
111  26.35675582  127.75885850
111  26.35673399  127.75900505
112  26.35685388  127.75938747  26.35699335  127.75954528
111  26.35704704  127.75952232
114  26.35748100  127.75924797  26.35767467  127.75897779
110 2 0.00 120.0000 New Taxiway 25
111  26.35829547  127.76324856
111  26.35812701  127.76305530
111  26.35767574  127.76344302
111  26.35817651  127.76408014
111  26.35852026  127.76437913
111  26.35871921  127.76424769
113  26.35870888  127.76372330
110 2 0.00 120.0000 New Taxiway 125
111  26.35689299  127.75977612
111  26.35761852  127.76075372
111  26.35784904  127.76107731
111  26.35817491  127.76081106
111  26.35845684  127.76056071
111  26.35832042  127.76038818
111  26.35804022  127.76063981
112  26.35773842  127.76058037  26.35765853  127.76044168
112  26.35778280  127.76021384  26.35785825  127.76014945
111  26.35803135  127.75997608
111  26.35790707  127.75979777
111  26.35761858  127.76006524
112  26.35732566  127.75999590  26.35723245  127.75983739
112  26.35738779  127.75961450  26.35746324  127.75956002
111  26.35760971  127.75942133
111  26.35748100  127.75924797
114  26.35704704  127.75952232  26.35687839  127.75952232
110 2 0.00 120.0000 New Taxiway 17
111  26.35818440  127.75813005
111  26.35919208  127.75955738
111  26.35976217  127.76063830
111  26.35979221  127.76090276
111  26.35999946  127.76088336
112  26.35994094  127.76055682  26.35993194  127.76046639
112  26.35976538  127.76000923  26.35967535  127.75979321
111  26.35995895  127.75964752
111  26.36009849  127.75977312
111  26.36048562  127.75939131
111  26.35948001  127.75797608
111  26.35906248  127.75837628
111  26.35900406  127.75858902
111  26.35879192  127.75859931
113  26.35841275  127.75807561
111  26.35946641  127.75897421
112  26.35927838  127.75911600  26.35917166  127.75916705
112  26.35908019  127.75894018  26.35903445  127.75884377
113  26.35925297  127.75867929
111  26.35981707  127.75945913
112  26.35967477  127.75958958  26.35962649  127.75961226
112  26.35948674  127.75953003  26.35942068  127.75948749
111  26.35943846  127.75935988
113  26.35960617  127.75915003
110 1 0.00 120.0000 New Taxiway 122
111  26.35929061  127.75542235
111  26.35943024  127.75516464
111  26.35963431  127.75471514
112  26.35919394  127.75445143  26.35916709  127.75444544
111  26.35885561  127.75431358
111  26.35886098  127.75407984
111  26.35854413  127.75413978
112  26.35856561  127.75427163  26.35855487  127.75440348
111  26.35846894  127.75439150
111  26.35844746  127.75448140
111  26.35869450  127.75460726
112  26.35860320  127.75492491  26.35856024  127.75503279
111  26.35830783  127.75505676
111  26.35811450  127.75539754
111  26.35760969  127.75545148
111  26.35759833  127.75557933
111  26.35807154  127.75557734
111  26.35804469  127.75606880
111  26.35824876  127.75566125
111  26.35927450  127.75624860
111  26.35910264  127.75659022
111  26.35923153  127.75666214
112  26.35936579  127.75640443  26.35939801  127.75635049
111  26.35952153  127.75626658
113  26.35980079  127.75570919
112  26.35905425  127.75459804  26.35904325  127.75462260
111  26.35892587  127.75463489
111  26.35859942  127.75445067
112  26.35880483  127.75439336  26.35891487  127.75438518
113  26.35906526  127.75449570
112  26.35916796  127.75471266  26.35913495  127.75471266
111  26.35908360  127.75467582
112  26.35917897  127.75455301  26.35921931  127.75450389
113  26.35923765  127.75461851
110 2 0.00 120.0000 New Taxiway 121
111  26.35825781  127.75735027
111  26.35858576  127.75662751
112  26.35882827  127.75654754  26.35895228  127.75661213
111  26.35905431  127.75669209
111  26.35927450  127.75624860
111  26.35824876  127.75566125
111  26.35804469  127.75606880
111  26.35831320  127.75624260
112  26.35834543  127.75649433  26.35825413  127.75667413
113  26.35802858  127.75713562
110 2 0.00 120.0000 New Taxiway 119
111  26.35675582  127.75885850
111  26.35747899  127.75817759
111  26.35753365  127.75824368
111  26.35812353  127.75773278
111  26.35796411  127.75749131
111  26.35735929  127.75800834
111  26.35739485  127.75807880
113  26.35667135  127.75870437
110 2 0.00 120.0000 New Taxiway 118
111  26.35505713  127.75948407
111  26.35500879  127.75953338
111  26.35487812  127.75959964
111  26.35483999  127.75964277
111  26.35490112  127.75976000
112  26.35489717  127.76011115  26.35482015  127.76027489
112  26.35478573  127.76031474  26.35478163  127.76031860
111  26.35493663  127.76054258
112  26.35515854  127.76044847  26.35524003  127.76043370
112  26.35543214  127.76051585  26.35551716  127.76057560
111  26.35553580  127.76059706
111  26.35559794  127.76057725
111  26.35569590  127.76048429
111  26.35573992  127.76043517
112  26.35567022  127.76005857  26.35571057  127.75990302
112  26.35580594  127.75978840  26.35585362  127.75974337
111  26.35633413  127.75931356
112  26.35646618  127.75928900  26.35652120  127.75930537
112  26.35669491  127.75947320  26.35675360  127.75956735
111  26.35689299  127.75977612
111  26.35704704  127.75952232
112  26.35687831  127.75937086  26.35677561  127.75921941
112  26.35674993  127.75898608  26.35679395  127.75887964
112  26.35675582  127.75885850  26.35674064  127.75883552
111  26.35667135  127.75870437
111  26.35627390  127.75904787
111  26.35559404  127.75958301
112  26.35527911  127.75962584  26.35511799  127.75955306
113  26.35510826  127.75954388
110 1 0.00 120.0000 New Taxiway 117
111  26.35505713  127.75948407
111  26.35510826  127.75954388
112  26.35559404  127.75958301  26.35580624  127.75940771
111  26.35627390  127.75904787
111  26.35739485  127.75807880
111  26.35735929  127.75800834
111  26.35729582  127.75792241
111  26.35717604  127.75802172
112  26.35705626  127.75799498  26.35699979  127.75792433
111  26.35697479  127.75791427
111  26.35688602  127.75799352
111  26.35695461  127.75807787
112  26.35694674  127.75821078  26.35687830  127.75828144
111  26.35625174  127.75885701
112  26.35612081  127.75882564  26.35606491  127.75875401
112  26.35605423  127.75889003  26.35605292  127.75889748
112  26.35605248  127.75903955  26.35597794  127.75909963
111  26.35559719  127.75944896
112  26.35525555  127.75951597  26.35514375  127.75940274
113  26.35514274  127.75940528
110 1 0.00 120.0000 New Taxiway 20
111  26.35957059  127.75887212
111  26.35919453  127.75861123
111  26.35899888  127.75894585
111  26.35924027  127.75925779
111  26.35963158  127.75969166
113  26.35988059  127.75944779
110 1 0.00 120.0000 New Taxiway 104
111  26.35447244  127.75709190
111  26.35412626  127.75732964
111  26.35425053  127.75752776
111  26.35415732  127.75764168
111  26.35414401  127.75761196
111  26.35401530  127.75772093
112  26.35388812  127.75768739  26.35383930  127.75763291
111  26.35374294  127.75780489
111  26.35500879  127.75953338
111  26.35514274  127.75940528
111  26.35426798  127.75822560
111  26.35456809  127.75796139
111  26.35473816  127.75817723
111  26.35469147  127.75822933
111  26.35492822  127.75851959
111  26.35511417  127.75838481
111  26.35525176  127.75859284
112  26.35521096  127.75885040  26.35525978  127.75895442
112  26.35541068  127.75901881  26.35550389  127.75895442
111  26.35557934  127.75884050
111  26.35545063  127.75864733
112  26.35547282  127.75853341  26.35554383  127.75848388
111  26.35566367  127.75836500
111  26.35605423  127.75889003
111  26.35612081  127.75882564
112  26.35614835  127.75862257  26.35627262  127.75848883
111  26.35644128  127.75831547
111  26.35649010  127.75837491
111  26.35688602  127.75799352
111  26.35697479  127.75791427
112  26.35700141  127.75774091  26.35705911  127.75766662
111  26.35712125  127.75763195
111  26.35705911  127.75755270
111  26.35728990  127.75732981
111  26.35698270  127.75693091
111  26.35675121  127.75713697
111  26.35669885  127.75704471
111  26.35643153  127.75735226
111  26.35651972  127.75750604
111  26.35615319  127.75787202
111  26.35601809  127.75775515
112  26.35583345  127.75767826  26.35573700  127.75775208
111  26.35552474  127.75797043
111  26.35545080  127.75788559
111  26.35535077  127.75795258
111  26.35558536  127.75826093
111  26.35538419  127.75848545
111  26.35540297  127.75812356
111  26.35517147  127.75780063
111  26.35505297  127.75788982
111  26.35478550  127.75755073
113  26.35474686  127.75750007
110 1 0.00 120.0000 New Taxiway 106
111  26.35476354  127.75973938
112  26.35464814  127.76028421  26.35439072  127.76052196
111  26.35395577  127.76091325
112  26.35354744  127.76084391  26.35338323  127.76065074
111  26.35398683  127.76157282
111  26.35438184  127.76200373
112  26.35427532  127.76147871  26.35429751  127.76127068
112  26.35445286  127.76114685  26.35451055  127.76108246
111  26.35501208  127.76063174
112  26.35538490  127.76061688  26.35554024  127.76078033
111  26.35730285  127.76319320
111  26.35741635  127.76308737
111  26.35559794  127.76057725
111  26.35553580  127.76059706
112  26.35515854  127.76044847  26.35495882  127.76050296
111  26.35493663  127.76054258
111  26.35478573  127.76031474
112  26.35490112  127.75976000  26.35477241  127.75949749
113  26.35477685  127.75956683
110 1 0.00 120.0000 New Taxiway 105
111  26.35494266  127.75654146
111  26.35493033  127.75662164
111  26.35497459  127.75665160
111  26.35496588  127.75671720
111  26.35502757  127.75673502
111  26.35504159  127.75664107
111  26.35514464  127.75666780
111  26.35511996  127.75675932
111  26.35524197  127.75678231
113  26.35529845  127.75657068
110 1 0.00 120.0000 New Taxiway 96
111  26.35326691  127.75589786
111  26.35339128  127.75581243
111  26.35370019  127.75564070
111  26.35385379  127.75587803
111  26.35396012  127.75583847
112  26.35440908  127.75620765  26.35459812  127.75616150
111  26.35495183  127.75606263
111  26.35484549  127.75652411
111  26.35551023  127.75670474
111  26.35561816  127.75617249
111  26.35587062  127.75624809
111  26.35581430  127.75647137
111  26.35619828  127.75693944
111  26.35657045  127.75659663
111  26.35653500  127.75653070
111  26.35640504  127.75633292
111  26.35659408  127.75617267
112  26.35698396  127.75582326  26.35698396  127.75581667
111  26.35713756  127.75561230
111  26.35725570  127.75579030
111  26.35707848  127.75595511
111  26.35712574  127.75604082
112  26.35759833  127.75557933  26.35770466  127.75549363
111  26.35761605  127.75541452
111  26.35753926  127.75529585
112  26.35771057  127.75511126  26.35776374  127.75506511
112  26.35769876  127.75490030  26.35763968  127.75480800
111  26.35747428  127.75490030
112  26.35724980  127.75505193  26.35717300  127.75495963
112  26.35642438  127.75440585  26.35641848  127.75440585
111  26.35606403  127.75404986
111  26.35606994  127.75391141
111  26.35621172  127.75391801
111  26.35632396  127.75356860
111  26.35567415  127.75334446
111  26.35562098  127.75377297
111  26.35552646  127.75404986
112  26.35464789  127.75399712  26.35459472  127.75400371
112  26.35372474  127.75417214  26.35358887  127.75421170
111  26.35286101  127.75461939
111  26.35309825  127.75494113
111  26.35319307  127.75535878
113  26.35296067  127.75553134
111  26.35398412  127.75489628
111  26.35371129  127.75501807
111  26.35349606  127.75481847
113  26.35392652  127.75464594
111  26.35392349  127.75581307
111  26.35376889  127.75559994
112  26.35395684  127.75550183  26.35406597  127.75544771
113  26.35413872  127.75566760
112  26.35608647  127.75589315  26.35604979  127.75597502
111  26.35596542  127.75595455
112  26.35568298  127.75579081  26.35557661  127.75572941
112  26.35563163  127.75559842  26.35565731  127.75548790
111  26.35571600  127.75551655
113  26.35613048  127.75572122
112  26.35512911  127.75554930  26.35512544  127.75562298
111  26.35501907  127.75563117
112  26.35467428  127.75562298  26.35454590  127.75561479
112  26.35455690  127.75542240  26.35455690  127.75533234
111  26.35463393  127.75534053
112  26.35503374  127.75534053  26.35514378  127.75534053
113  26.35514012  127.75545515
111  26.35492370  127.75452184
111  26.35490170  127.75468967
112  26.35483567  127.75477973  26.35479166  127.75477973
112  26.35476965  127.75469786  26.35477332  127.75464055
113  26.35476965  127.75451365
112  26.35468528  127.75471423  26.35468895  127.75478791
112  26.35453856  127.75480429  26.35443953  127.75481247
112  26.35443953  127.75465692  26.35442119  127.75457915
111  26.35449455  127.75453412
113  26.35467061  127.75451774
111  26.35675712  127.75523196
112  26.35646419  127.75536272  26.35635190  127.75524285
114  26.35636167  127.75504671  26.35647884  127.75502492
110 2 0.00 120.0000 New Taxiway 95
111  26.35442817  127.77232168
111  26.35368957  127.77155958
111  26.35229787  127.77013814
111  26.35225008  127.77020452
111  26.35198781  127.76994337
111  26.35168117  127.77033510
111  26.35162871  127.77030358
111  26.35157626  127.77034411
111  26.35150767  127.77038913
111  26.35398559  127.77289679
114  26.35408866  127.77269043  26.35415144  127.77262791
110 1 0.00 120.0000 New Taxiway 93
111  26.35084347  127.77007902
111  26.35119103  127.77042327
111  26.35101039  127.77065754
111  26.35092739  127.77058672
112  26.35081022  127.77072837  26.35072722  127.77081009
111  26.35093716  127.77102802
111  26.35365825  127.77388836
111  26.35404394  127.77337077
111  26.35411228  127.77306022
111  26.35420505  127.77293491
